,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,
85,90,84,0.251364574202526,0.220886894637763,0.195704377730131,0.212900463770637,0.222697072576105,0.213893158127428,0.213670374450324,0.214223660474782,0.202883510145843,0.217497661002501,0.21401341507324,0.230397995732997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
86,91,85,0.230917068429166,0.189735048356286,0.172946979418505,0.189144467327013,0.199648740239734,0.190317814289342,0.192441592620229,0.19592739738225,0.186942185779982,0.196052879349671,0.200201902448376,0.21470237099481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
87,92,86,0.208994812712107,0.169586776410024,0.14944333596597,0.166863032892135,0.183556580086831,0.176753362482409,0.175000040321652,0.17458401779064,0.168840559077196,0.180396619347736,0.182671172768525,0.201173484892799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86
88,93,87,0.190222178828101,0.152689723065516,0.131431700517722,0.153737827171721,0.165133824892065,0.156414388216244,0.159166167289111,0.158718890624818,0.152238112509556,0.161779641921141,0.166169363742271,0.187720495885443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
89,94,88,0.168476158320701,0.130226430572001,0.118902396235464,0.128901407885576,0.150572120079498,0.143099659351566,0.142723162384678,0.144254725514741,0.140143838072231,0.147940362469767,0.150788871449674,0.171509301826212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88
90,95,89,0.148859338347026,0.115060090625643,0.0965318032754645,0.119452351577564,0.131628404615624,0.128895954797183,0.129635303850043,0.129709772636573,0.12294321950137,0.131260904052724,0.140568320697842,0.154112008028792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
91,96,90,0.136678670361037,0.0871967269248752,0.0717604940059474,0.102384743605646,0.117584255648456,0.110589056820818,0.110313452095018,0.117619991266891,0.109043003005234,0.118568868706202,0.127525854935956,0.147209998582964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
92,97,91,0.118342998649302,0.0702540194026497,0.0632947131387328,0.0893494896861132,0.100442573413226,0.0973860545223513,0.0994864194475288,0.102746639948132,0.101985279093776,0.147872739806722,0.11315374938058,0.131424365386032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
93,98,92,0.100439900470679,0.0637669255402249,0.0485444906608454,0.0683097512954819,0.0893995824841466,0.0861802855159132,0.0867938414027712,0.0943341708246699,0.0867595186932608,0.235501089989467,0.109464318937239,0.122938219485518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
94,99,93,0.0811553579516206,0.0437930403931362,0.0415549360591177,0.0588207299254118,0.0787082067772197,0.0733399707794515,0.0763012218780301,0.0793344486173983,0.0737692006507104,0.225510128520844,0.0963290906519143,0.11291176153167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
95,100,94,0.0727947861462114,0.0305973884528049,0.0311725769129858,0.0533752071614397,0.0620456763184749,0.0606125896004639,0.0634458772356707,0.0721542584261107,0.069056306714753,0.220000974070067,0.0862162088166067,0.101907901444867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94
96,101,95,0.0580632007507332,0.0217708786282469,0.0152907216664186,0.0352352704183383,0.0556305780397715,0.0503212052247954,0.0516326961021572,0.0616421018008658,0.0550937052123314,0.213688338363739,0.0772849890867928,0.0950593335511668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95
97,102,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,103,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,104,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,105,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,106,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,107,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,108,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,109,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,110,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,111,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,112,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,113,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,114,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,115,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,116,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This section: Determines: where is minimum limited to temperature at MAX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,Well no.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,
,2,,A0,A0,A0,A0,A0,A0,A0,A0,A0,A,A,A,B0,B0,B0,B0,B0,B0,B0,B0,B0,B,B,B,C0,C0,C0,C0,C0,C0,C0,C0,C0,C,C,C,D0,D0,D0,D0,D0,D0,D0,D0,D0,D,D,D,E0,E0,E0,E0,E0,E0,E0,E0,E0,E,E,E,F0,F0,F0,F0,F0,F0,F0,F0,F0,F,F,F,G0,G0,G0,G0,G0,G0,G0,G0,G0,G,G,G,H0,H0,H0,H0,H0,H0,H0,H0,H0,H,H,H,
,3,Well empty?,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,
,4,Well ID,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,
0,5,temperature,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,
1,6,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,16,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,17,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,18,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,19,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,20,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,21,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,22,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,23,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,25,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,26,20,0.0945962811424104,0.00685113549456894,0.0133959903026012,0.0526061253461549,0.095574606310106,0.0173242917144523,0.0455263025836502,0.114622410853957,0.0521839922945657,0.106678344057746,0.0956989192851925,0.176210590484054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,27,21,0.0977836243739502,0.0135896928165838,0.0070592626170998,0.0459619127250629,0.0861934414244536,0.0205128875072073,0.0440356523317572,0.113607033476256,0.0487965697045211,0.102960525792464,0.0904555529834721,0.172735282856316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,28,22,0.0934701458850531,0.00833223978865277,0.00577977661476931,0.0425925379736398,0.0882335423315723,0.0145806153103008,0.0406176408402329,0.111234928504337,0.050077975147671,0.0937656785869606,0.0889488163407781,0.167091591042795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,29,23,0.0890312986041787,0.00639502828878768,0.00965543974637297,0.0427592477712577,0.0828713413542891,0.0196188863851315,0.0346304734077236,0.107267282552161,0.0453476671795965,0.0943771208802874,0.0884105241072105,0.165549571343642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,30,24,0.0840114477443481,0.00855549134308356,0.0130868231409185,0.0438122022364265,0.0758285482823047,0.0143850749601924,0.0358753654791231,0.106571521830416,0.0427713871504729,0.0933006360597991,0.0879231413285206,0.158821415766303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,31,25,0.0826714133491202,0.00921118496181012,0.00863280549867899,0.0385520804926106,0.0759826652085053,0.00971214394378999,0.0349620227767484,0.105079308273784,0.0419150673965814,0.0876201877359155,0.083751602273666,0.158001450815888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,32,26,0.0855098649920846,0.00648126342044902,0.00553332138534332,0.0327834943339255,0.0723576965909503,0.0136621936931299,0.0328503915855603,0.104767101490829,0.0402264065527598,0.0841284502653708,0.0842391355558857,0.153330030435837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,33,27,0.0743553235363303,0.0060303655442681,0.0076782520266607,0.0338624691330484,0.0594843564728008,0.00968476476698785,0.0293416059740267,0.103561687223742,0.0411579961691573,0.0853557550474836,0.0837962363857124,0.150178492455497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,34,28,0.0820725574130134,0.00614430684776408,0.00544433756343022,0.0278124081346297,0.0608552169355527,0.0135994057414018,0.031280090033118,0.101222446123713,0.0393245506324288,0.0756151312130954,0.0820325247812569,0.146139118365439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,35,29,0.0714513505556352,0.00655162667824978,0.00540788250552787,0.0311171496210328,0.0538915683706074,0.00581264971129124,0.0284540278911468,0.0984781035462474,0.0344806848443907,0.0776948512550896,0.0817167814629069,0.14474533784748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,36,30,0.0731848003286213,0.0063259604544618,0.00558727765061563,0.0331693125140968,0.0489224156201902,0.00729750467336367,0.0261967209845756,0.0943281018596487,0.0324077925471853,0.0740630098591511,0.0743231057939828,0.143952803898549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,37,31,0.0755496080903434,0.00630706868939657,0.00566750371038586,0.0283208748888258,0.0477393450048994,0.00704670952793223,0.023753393800172,0.0911178983963175,0.0318782417595578,0.0699431617099493,0.076557140929202,0.138846384032034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,38,32,0.0729895267843246,0.00622622804653092,0.00557457575277086,0.0275737687111536,0.0421334857513854,0.00779272664313933,0.0260812429794505,0.0881375327615598,0.0337976423477977,0.0710634507578294,0.0732160345466064,0.136843951971809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,39,33,0.0673730090833963,0.00638452672248459,0.00511068777737104,0.0245787354017575,0.0368422561609889,0.00520207465468158,0.0209419665852267,0.0927813838815234,0.0329970665910144,0.0702184702847886,0.0741348258781475,0.131294258298631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,40,34,0.0719484057369629,0.00625678276822526,0.00538433606776647,0.0222370012582959,0.0380544562938416,0.00423671433433118,0.0232714034295691,0.0876963585341771,0.030896203004721,0.0597709812667597,0.0722892730716153,0.13036761205665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,41,35,0.0598759856256603,0.00596721589526803,0.00577772405791621,0.0241159346494599,0.0339467562484025,0.00426654964960334,0.023870793956796,0.0833908502764162,0.0303700911065499,0.0637801753817856,0.0722342345851144,0.131388070150339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,42,36,0.0654677336381919,0.00645295617212204,0.00577215373009711,0.0239749480912701,0.033543870238321,0.00447957390048953,0.0195541296739943,0.0821743677053056,0.0295536823284602,0.0602791003613243,0.0691780444717776,0.13088850612784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,43,37,0.0628753958343539,0.00617062018027851,0.00566162050557793,0.0243658355929984,0.0284878254136759,0.00708465764385082,0.018860278802966,0.0803922699956818,0.030728654047461,0.059802898874461,0.0711542212549513,0.131635880606869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,44,38,0.0710235209324713,0.00625753445928695,0.00576998524114547,0.0220230534310516,0.0272802166635326,0.00444910596870314,0.0235888035641995,0.0793085993219377,0.0301415414821798,0.06330645065066,0.0698583662320962,0.134198498116187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,45,39,0.0652205278638462,0.00620876573808943,0.00548991109991458,0.0187533059368825,0.0272115795598134,0.00696938498612209,0.0198652135134133,0.0788842910816381,0.0295452598179702,0.0628109955516744,0.0727799669279617,0.135712543472005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,46,40,0.0637489544589661,0.00658506518532236,0.00562647492168019,0.0233722579251345,0.028359158223529,0.00680310030704438,0.0215393181198028,0.0831177623522893,0.0336097350122008,0.0656706541108288,0.0766290096365185,0.13924030687451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,47,41,0.0634748473714894,0.00686870350956598,0.00574827730488656,0.0222863376642198,0.0270172061576813,0.0049761864617612,0.0239324723389799,0.083344019258973,0.0400736900737328,0.0705197170004659,0.0827105955322595,0.148416900552048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,48,42,0.0665869515643033,0.00700110131583963,0.00641940682657363,0.0263363162060413,0.0286605581959865,0.0104794043270921,0.0290394914112681,0.0869031533319129,0.0455862890648677,0.0810643780045578,0.093799021617123,0.155696920686123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,49,43,0.0699668567880879,0.00699211349504773,0.00671429967402687,0.0275036333490861,0.0312012679275451,0.0178034550426639,0.0387136615769989,0.0967918613799403,0.0637326232400218,0.099753759859838,0.109229984941271,0.176309882326437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,50,44,0.0639284498005719,0.00798467732489423,0.00666200172663401,0.0322508178848547,0.0357720572111402,0.0228460082739961,0.0503320203992371,0.11186880593524,0.0869251505794412,0.121712441210496,0.139464122104796,0.206392050517504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,51,45,0.0715459466277948,0.00772815376848817,0.00757036114608629,0.0354238669591437,0.0409864244265665,0.0393242501442532,0.0730244919581763,0.136590839586357,0.121867864829472,0.163654582171669,0.172459508268585,0.245294504323821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,52,46,0.073027666148445,0.00834466687240893,0.00822819828445077,0.0423051890838694,0.0584478888534428,0.0592814956737528,0.103952775573935,0.175280359830874,0.1702936989555,0.217849161453668,0.231271131349953,0.305284940265307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,53,47,0.0831555690660625,0.00930918875665611,0.011816517424343,0.0581726661732496,0.0806268582062198,0.0969580163709195,0.154026109662871,0.227493425365403,0.231633634182633,0.286985104176324,0.291582790395121,0.369748352618554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,54,48,0.0860710361016981,0.0097815816809174,0.025963974002604,0.089331280364932,0.119925072305621,0.145731060052856,0.217996869426906,0.283294636640911,0.290148539860903,0.356617030794354,0.348730289403368,0.431170634055723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
